system:index,date,mean_ST_K,satellite,timestamp,.geo
1_2_LC08_149036_20230818,2023-08-18,302.4065414,LANDSAT_8,1692336945131,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20230903,2023-09-03,300.7897533,LANDSAT_8,1693719347020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20230919,2023-09-19,299.5336226,LANDSAT_8,1695101752295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20231005,2023-10-05,294.3286792,LANDSAT_8,1696484154680,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20231021,2023-10-21,288.6736457,LANDSAT_8,1697866557133,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240109,2024-01-09,276.2551692,LANDSAT_8,1704778554462,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240210,2024-02-10,278.4952455,LANDSAT_8,1707543354165,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240516,2024-05-16,297.1293768,LANDSAT_8,1715837695040,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240601,2024-06-01,296.2807951,LANDSAT_8,1717220091209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240617,2024-06-17,298.7796346,LANDSAT_8,1718602497593,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240703,2024-07-03,303.4806325,LANDSAT_8,1719984905782,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240719,2024-07-19,301.6214176,LANDSAT_8,1721367321554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240905,2024-09-05,298.3680071,LANDSAT_8,1725514541439,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20240921,2024-09-21,297.5176777,LANDSAT_8,1726896943075,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20241007,2024-10-07,294.1397466,LANDSAT_8,1728279340209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20241108,2024-11-08,286.4969261,LANDSAT_8,1731044149306,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20241124,2024-11-24,281.3566072,LANDSAT_8,1732426558295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250127,2025-01-27,278.1225532,LANDSAT_8,1737956149742,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250212,2025-02-12,279.6309152,LANDSAT_8,1739338547979,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250316,2025-03-16,275.0609378,LANDSAT_8,1742103333782,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250401,2025-04-01,289.047406,LANDSAT_8,1743485727798,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250519,2025-05-19,296.534596,LANDSAT_8,1747632913893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250604,2025-06-04,295.5542698,LANDSAT_8,1749015315436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250620,2025-06-20,303.9765948,LANDSAT_8,1750397729293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250823,2025-08-23,303.7252378,LANDSAT_8,1755927351236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20250924,2025-09-24,297.0987774,LANDSAT_8,1758692162364,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_LC08_149036_20251010,2025-10-10,290.6983677,LANDSAT_8,1760074564211,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220111,2022-01-11,275.3672877,LANDSAT_9,1641879362597,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220127,2022-01-27,278.0353752,LANDSAT_9,1643261764416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220212,2022-02-12,280.1561633,LANDSAT_9,1644644161359,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220401,2022-04-01,291.9483278,LANDSAT_9,1648791344957,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220417,2022-04-17,293.8116871,LANDSAT_9,1650173737261,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220519,2022-05-19,297.4674443,LANDSAT_9,1652938519286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220604,2022-06-04,297.9299407,LANDSAT_9,1654320919900,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220807,2022-08-07,302.7659145,LANDSAT_9,1659850555987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20220908,2022-09-08,301.9397939,LANDSAT_9,1662615360960,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20221010,2022-10-10,290.6735558,LANDSAT_9,1665380171482,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20221026,2022-10-26,287.810108,LANDSAT_9,1666762575160,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20221111,2022-11-11,282.4079653,LANDSAT_9,1668144975780,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20221213,2022-12-13,278.6973083,LANDSAT_9,1670909775099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230114,2023-01-14,273.2363243,LANDSAT_9,1673674571807,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230522,2023-05-22,297.4926502,LANDSAT_9,1684733718998,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230607,2023-06-07,292.4853856,LANDSAT_9,1686116113903,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230623,2023-06-23,302.3431415,LANDSAT_9,1687498507332,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230810,2023-08-10,301.4532393,LANDSAT_9,1691645734278,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230911,2023-09-11,299.7652847,LANDSAT_9,1694410551398,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20230927,2023-09-27,294.971881,LANDSAT_9,1695792947858,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20231013,2023-10-13,292.8858962,LANDSAT_9,1697175360554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20231029,2023-10-29,283.2379015,LANDSAT_9,1698557759433,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20231114,2023-11-14,283.3058524,LANDSAT_9,1699940158321,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240101,2024-01-01,275.6587648,LANDSAT_9,1704087365227,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240117,2024-01-17,276.7903165,LANDSAT_9,1705469764567,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240305,2024-03-05,281.3191999,LANDSAT_9,1709616959045,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240406,2024-04-06,289.3491085,LANDSAT_9,1712381747552,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240422,2024-04-22,290.759124,LANDSAT_9,1713764129080,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240508,2024-05-08,295.0629277,LANDSAT_9,1715146524421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240524,2024-05-24,298.1401099,LANDSAT_9,1716528913867,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240609,2024-06-09,295.0874073,LANDSAT_9,1717911307812,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240625,2024-06-25,299.2890073,LANDSAT_9,1719293690717,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240711,2024-07-11,301.4170071,LANDSAT_9,1720676111441,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240727,2024-07-27,300.9650522,LANDSAT_9,1722058513748,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240812,2024-08-12,305.9513482,LANDSAT_9,1723440923001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240913,2024-09-13,297.9457524,LANDSAT_9,1726205737863,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20240929,2024-09-29,295.5775032,LANDSAT_9,1727588141657,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20241015,2024-10-15,291.8325281,LANDSAT_9,1728970549375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20241031,2024-10-31,288.2775041,LANDSAT_9,1730352954266,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250204,2025-02-04,280.0251799,LANDSAT_9,1738647354938,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250308,2025-03-08,283.7620749,LANDSAT_9,1741412152260,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250324,2025-03-24,284.7871355,LANDSAT_9,1742794540672,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250425,2025-04-25,291.8780514,LANDSAT_9,1745559331330,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250511,2025-05-11,296.0412489,LANDSAT_9,1746941724708,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250527,2025-05-27,299.8289365,LANDSAT_9,1748324116286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20250612,2025-06-12,300.3663301,LANDSAT_9,1749706519768,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LC09_149036_20251002,2025-10-02,295.8071959,LANDSAT_9,1759383363251,"{""type"":""MultiPoint"",""coordinates"":[]}"
